Tag_Tuple,Tag1_Count,Tag2_Count,Co-Occurency_Count,P1,P2,P12,P1*P2-P12,|d|/std1,|d|/std2
"('For male characters', 'Races - Modified')",180,31,4,0.022799,0.003927,0.000507,-0.00041746832699999994,0.24851336387326656,0.5930940456656597
"('New textures', 'Russian')",340,28,8,0.043065,0.003547,0.001013,-0.000860248445,0.37652734158151724,1.2857038952776023
"('Clothing - Male', 'Utilities for Modders')",47,26,1,0.005953,0.003293,0.000127,-0.000107396771,0.12404974916456028,0.16656650440565776
"('Clothing - Female', 'Dragonborn')",86,41,3,0.010893,0.005193,0.00038,-0.000323432651,0.27686275624041595,0.39983549913995453
"('Audio - Sound FX', 'New models')",40,100,5,0.005066,0.012666,0.000633,-0.000568834044,0.7119211884624566,0.45197026064160833
"('New models', 'Books')",100,38,3,0.012666,0.004813,0.00038,-0.000319038542,0.25349385203544306,0.4095990504102338
"('Birthsigns', 'Utilities for Players')",3,63,1,0.00038,0.00798,0.000127,-0.0001239676,0.5651646554322076,0.1238005576357908
"('Items - Apparatus', 'NPC Vendors')",22,33,3,0.002787,0.00418,0.00038,-0.00036835034000000003,0.6208328550681007,0.5072926606838002
"('New models', 'Locations - World Map')",100,34,5,0.012666,0.004307,0.000633,-0.000578447538,0.4596087158900016,0.7848558167661704
"('Companion Friendly', 'Creatures - Rideable')",137,5,1,0.017353,0.000633,0.000127,-0.000116015551,0.07894165452756638,0.40985280988147327
"('Video', 'Items - Ingredients')",11,21,2,0.001393,0.00266,0.000253,-0.00024929462,0.5939038109900396,0.43005751018960475
"('Items - Leveled', 'Locations - Caverns')",15,13,1,0.0019,0.001647,0.000127,-0.00012387069999999999,0.2527439861753976,0.2714287181874805
"('Environment - Sky', 'New models')",21,100,4,0.00266,0.012666,0.000507,-0.00047330843999999995,0.816503177076689,0.37606985947323684
"('Guilds / Factions', 'Plants / Foliage')",20,15,2,0.002533,0.0019,0.000253,-0.0002481873,0.4387213388679692,0.5063977802669176
"('Animation - New', 'Environment - Other')",7,62,1,0.000887,0.007853,0.000127,-0.000120034389,0.3582718105719918,0.12083032478439344
"('Items - Apparatus', 'User Interface')",22,39,1,0.002787,0.00494,0.000127,-0.00011323221999999999,0.19084625367333521,0.14350200877964556
"('Classes component', 'Creatures - Rideable')",4,5,1,0.000507,0.000633,0.000127,-0.000126679069,0.5000196503001757,0.44752424942427793
"('Translation', 'French')",110,41,11,0.013933,0.005193,0.001393,-0.001320645931,1.0011218353362883,1.6326153941969668
"('For male characters', 'Races - New')",180,22,9,0.022799,0.002787,0.00114,-0.001076459187,0.6408018916214732,1.8143087106407896
"('Environment - Other', 'Utilities for Modders')",62,26,1,0.007853,0.003293,0.000127,-0.000101140071,0.10181072048983072,0.1568627056935449
"('Races - Modified', 'Creatures')",31,46,5,0.003927,0.005826,0.000633,-0.000610121298,0.8667946418306451,0.7123211049441598
"('Armor - Shields', 'Tutorials for Modders')",74,12,1,0.009373,0.00152,0.000127,-0.00011275304,0.10397045349760431,0.2571655844604012
"('Races - New', 'NPCs')",22,115,2,0.002787,0.014566,0.000253,-0.00021240455800000001,0.3579954023460871,0.1575273529105373
"('Solstheim', 'Clothing - Female')",10,86,1,0.001267,0.010893,0.000127,-0.000113198569,0.28275090033286704,0.09689951746959186
"('New Lands', 'New textures')",18,340,7,0.00228,0.043065,0.000887,-0.0007888118,1.4695274515436092,0.3452598046394974
"('Official', 'Items - Apparatus')",11,22,2,0.001393,0.002787,0.000253,-0.000249117709,0.5934823493591947,0.419873261217824
"('Locations - World Map', 'Hearthfire')",34,12,1,0.004307,0.00152,0.000127,-0.00012045335999999999,0.1634349081541593,0.2747283685177722
"('Items - Leveled', 'Locations - Buildings')",15,55,3,0.0019,0.006966,0.00038,-0.00036676460000000004,0.7483411895793376,0.39182278213159594
"('Compilation', 'Russian')",16,28,2,0.002027,0.003547,0.000253,-0.000245810231,0.4856123822210498,0.3673812761100512
"('Clothing', 'Dawnguard')",85,33,4,0.010766,0.00418,0.000507,-0.00046199812,0.39777691058081643,0.6362645288333751
"('For female characters', 'Video')",209,11,1,0.026472,0.001393,0.000127,-9.0124504e-05,0.04988286100169643,0.21470694549760866
"('Companions', 'SKSE (Skyrim Script Extender)')",85,27,1,0.010766,0.00342,0.000127,-9.018028e-05,0.07764454360488088,0.13725194575220076
"('Animation - New', 'Italian')",7,29,1,0.000887,0.003673,0.000127,-0.000123742049,0.3693382230580449,0.1817531541013775
"('Sexy/Skimpy', 'German')",103,57,6,0.013046,0.00722,0.00076,-0.00066580788,0.5213601766655679,0.698762981888345
"('Lore-Friendly', 'Clothing')",322,85,27,0.040785,0.010766,0.00342,-0.00298090869,1.3391108416704067,2.566539988153434
"('Sexy/Skimpy', 'Tutorials for Modders')",103,12,2,0.013046,0.00152,0.000253,-0.00023317008000000002,0.18258359168402244,0.5318111148211926
"('Czech', 'Creatures')",8,46,1,0.001013,0.005826,0.000127,-0.000121098262,0.3382434040424887,0.14138311197695208
"('Leveled Lists', 'User Interface')",21,39,1,0.00266,0.00494,0.000127,-0.0001138596,0.19641890421535899,0.14429710305818375
"('Russian', 'NPC Vendors')",28,33,4,0.003547,0.00418,0.000507,-0.00049217354,0.7355891675346959,0.6778221641515648
"('Locations - Player-Owned', 'Magic - Spells')",51,80,3,0.00646,0.010133,0.00038,-0.00031454082,0.34885435146411115,0.2790587454477979
"('Body models', 'Humor, Joke or Just for Fun')",31,58,1,0.003927,0.007346,0.000127,-9.8152258e-05,0.13944415904979449,0.10212967543048818
"('Scripted Events', 'Polish')",23,23,3,0.002913,0.002913,0.00038,-0.00037151443100000005,0.6125125420414484,0.6125125420414484
"('Audio - Voices', 'Japanese')",22,21,1,0.002787,0.00266,0.000127,-0.00011958658,0.2015561540929481,0.2062985027390081
"('Gameplay Effects/Changes', 'Tutorials for Modders')",168,12,2,0.021279,0.00152,0.000253,-0.00022065592000000003,0.13585842956204927,0.5032689906316277
"('Russian', 'User Interface')",28,39,3,0.003547,0.00494,0.00038,-0.00036247782,0.5417494769499218,0.45937715703239584
"('Not Lore-Friendly', 'Clothing')",76,85,11,0.009626,0.010766,0.001393,-0.001289366484,1.1733562748649156,1.1101348564188307
"('Compilation', 'Tutorials for Modders')",16,12,2,0.002027,0.00152,0.000253,-0.00024991896000000003,0.4937294148989562,0.5700117302037767
"('Nudity', 'Armor - Shields')",64,74,1,0.008106,0.009373,0.000127,-5.1022462e-05,0.05055935754677055,0.04704820830289173
"('Other languages', 'Non-Playable Resource')",30,18,1,0.0038,0.00228,0.000127,-0.000118336,0.17089442111221115,0.2204556276996167
"('For male characters', 'Clothing - Male')",180,47,32,0.022799,0.005953,0.004053,-0.003917277553,2.331903425864613,4.524691881635925
"('Companion Friendly', 'Sexy/Skimpy')",137,103,9,0.017353,0.013046,0.00114,-0.0009136127619999999,0.62165892768789,0.7154035350261061
"('Unbalanced', 'Weapons')",32,176,5,0.004053,0.022293,0.000633,-0.000542646471,0.7589036374567464,0.3265911634383824
"('Clothing', 'Items - Clutter')",85,46,4,0.010766,0.005826,0.000507,-0.000444277284,0.3825194039117648,0.5186969982491421
"('Audio - Music', 'New textures')",26,340,7,0.003293,0.043065,0.000887,-0.000745186955,1.155744116580993,0.3261653825452433
"('New models', 'Armor - Shields')",100,74,11,0.012666,0.009373,0.001393,-0.001274281582,1.0124875344966888,1.1750249391429681
"('French', 'Magic - Enchantments')",41,39,6,0.005193,0.00494,0.00076,-0.00073434658,0.9078175331037266,0.9306556859033825
"('Environment - Water', 'New textures')",10,340,4,0.001267,0.043065,0.000507,-0.000452436645,1.1301102995156391,0.19802972986008785
"('Not Lore-Friendly', 'Creatures')",76,46,1,0.009626,0.005826,0.000127,-7.091892400000001e-05,0.06453802352913346,0.08279836562127503
"('Environment - Sky', 'Other languages')",21,30,1,0.00266,0.0038,0.000127,-0.00011689199999999999,0.20165008968538217,0.1688090747756269
"('Unrealistic', 'Tutorials for Players')",57,18,2,0.00722,0.00228,0.000253,-0.00023653840000000003,0.2482462023656105,0.44066236349938337
"('Performance Optimization', 'Saved games')",33,98,1,0.00418,0.012413,0.000127,-7.511365999999999e-05,0.1034466492825779,0.06027940143955124
"('Creatures', 'Items - Apparatus')",46,22,1,0.005826,0.002787,0.000127,-0.000110762938,0.1293165451552905,0.18668442394887166
"('Items - Leveled', 'Locations - Dungeons')",15,29,2,0.0019,0.003673,0.000253,-0.0002460213,0.5019783051686424,0.36135774065872484
"('Audio - Voices', 'Creatures')",22,46,4,0.002787,0.005826,0.000507,-0.000490762938,0.8271520964529292,0.5729693413551384
"('Clothing', 'Creatures')",85,46,1,0.010766,0.005826,0.000127,-6.4277284e-05,0.05534225864392207,0.07504420204929407
"('Body models', 'Items - Ingredients')",31,21,1,0.003927,0.00266,0.000127,-0.00011655418,0.16558762829316037,0.20106731726898486
"('Chargen', 'Fair and balanced')",26,292,10,0.003293,0.036985,0.001267,-0.001145208395,1.7761554411274036,0.5391768693665719
"('Humor, Joke or Just for Fun', 'Creatures')",58,46,4,0.007346,0.005826,0.000507,-0.000464202204,0.4830130390748347,0.5419594889650848
"('Performance Optimization', 'Items - Leveled')",33,15,2,0.00418,0.0019,0.000253,-0.00024505800000000004,0.3374942584330198,0.5000128017696728
"('Birthsigns', 'Locations - Dungeons')",3,29,1,0.00038,0.003673,0.000127,-0.00012560426,0.572626140408602,0.18448838214703783
"('Audio - Music', 'Guilds / Factions')",26,20,2,0.003293,0.002533,0.000253,-0.000244658831,0.37945243485620794,0.4324840549947246
"('Items - Ingredients', 'Utilities for Modders')",21,26,1,0.00266,0.003293,0.000127,-0.00011824062,0.20397659059178724,0.18338471975249335
"('Clothing - Male', 'Creatures')",47,46,1,0.005953,0.005826,0.000127,-9.2317822e-05,0.10663265343907337,0.107781736498368
"('Unbalanced', 'English')",32,459,14,0.004053,0.058138,0.001773,-0.001537366686,2.1500428593227205,0.5837539759748157
"('Polish', 'Dawnguard')",23,33,1,0.002913,0.00418,0.000127,-0.00011482366,0.18930874820607702,0.1581353229940063
"('Solstheim', 'Clothing - Male')",10,47,1,0.001267,0.005953,0.000127,-0.000119457549,0.2983847749109583,0.13798067531530506
"('Nudity', 'Creatures')",64,46,1,0.008106,0.005826,0.000127,-7.9774444e-05,0.07905037270233696,0.09313725038391628
"('Spanish', 'Creatures')",45,46,3,0.0057,0.005826,0.00038,-0.0003467918,0.40930659236498407,0.4048819783399432
"('Cheating', 'Face models')",50,37,1,0.006333,0.004687,0.000127,-9.7317229e-05,0.10900354545118852,0.12660139366077286
"('Companions', 'Items - Clutter')",85,46,3,0.010766,0.005826,0.00038,-0.00031727728400000004,0.2731733579933016,0.3704235637297192
"('Italian', ""Modder's Resource"")",29,68,4,0.003673,0.008613,0.000507,-0.00047536445099999997,0.6982185038565161,0.45709233076676054
"('Environment - Weather', 'German')",14,57,3,0.001773,0.00722,0.00038,-0.00036719894000000004,0.7755476067194733,0.3853739704321906
"('Related to vampires', 'Not Lore-Friendly')",23,76,3,0.002913,0.009626,0.00038,-0.00035195946200000005,0.5802724383677053,0.32029205688254875
"('Russian', 'Clothing - Male')",28,47,2,0.003547,0.005953,0.000253,-0.00023188470900000003,0.3465685702188201,0.2678408272307094
"('Companions', 'Fair and balanced')",85,292,25,0.010766,0.036985,0.003167,-0.0027688194900000003,2.383932780263591,1.3035910590398252
"('New Lands', 'Books')",18,38,4,0.00228,0.004813,0.000507,-0.00049602636,0.9240789155401234,0.636825647336505
"('Companion Friendly', 'Italian')",137,29,7,0.017353,0.003673,0.000887,-0.000823262431,0.5601809227585917,1.2092133975203339
"('Clothing', 'SKSE (Skyrim Script Extender)')",85,27,2,0.010766,0.00342,0.000253,-0.00021618028000000003,0.1861295970357972,0.3290205360113716
"('For female characters', 'Related to Movies/TV/Other Games')",209,64,6,0.026472,0.008106,0.00076,-0.000545417968,0.30188247899341236,0.5404674916813121
"('SKSE (Skyrim Script Extender)', 'Utilities for Modders')",27,26,2,0.00342,0.003293,0.000253,-0.00024173794000000002,0.36791860290441286,0.3749222930363953
"('Not Lore-Friendly', 'NPC Vendors')",76,33,1,0.009626,0.00418,0.000127,-8.676332e-05,0.07895682663805975,0.11949057913876222
"('Italian', 'Clothing')",29,85,1,0.003673,0.010766,0.000127,-8.7456482e-05,0.12845666916433834,0.07529937398928546
"('Guilds / Factions', 'Creatures - Rideable')",20,5,1,0.002533,0.000633,0.000127,-0.000125396611,0.22166391699908058,0.4429936583929517
"('Items - Furniture', 'Locations - Dungeons')",19,29,1,0.002407,0.003673,0.000127,-0.000118159089,0.21425376355383008,0.17355286489150812
"('Lore-Friendly', 'Creatures')",322,46,27,0.040785,0.005826,0.00342,-0.00318238659,1.4296205715229457,3.715459761164208
"('For male characters', 'Related to horses')",180,16,1,0.022799,0.002027,0.000127,-8.0786427e-05,0.048091089624320384,0.15959827671532897
"('Items - Clutter', 'Dawnguard')",46,33,2,0.005826,0.00418,0.000253,-0.00022864732000000003,0.26694742858316167,0.31489344443396
"('Russian', 'Magic - Spells')",28,80,5,0.003547,0.010133,0.000633,-0.000597058249,0.8923469968573143,0.529706528790759
"('Locations - World Map', ""Modder's Resource"")",34,68,3,0.004307,0.008613,0.00038,-0.000342903809,0.46526267535937876,0.3297232280514179
"('Birthsigns', 'Scripted Events')",3,23,1,0.00038,0.002913,0.000127,-0.00012589306,0.5739427711450915,0.20755876965106798
"('Hair', 'Clothing - Female')",13,86,1,0.001647,0.010893,0.000127,-0.000109059229,0.23897343547735586,0.09335618602833856
"('Clothing - Male', 'NPC Vendors')",47,33,5,0.005953,0.00418,0.000633,-0.00060811646,0.7024111956386506,0.83749893375696
"('For female characters', 'NPC Trainers')",209,8,3,0.026472,0.001013,0.00038,-0.00035318386400000004,0.19548314624792895,0.9864890745685467
"('Polish', 'Creatures')",23,46,3,0.002913,0.005826,0.00038,-0.000363028862,0.5985224598126961,0.42383886770407564
"('Clothing - Female', 'Weapons')",86,176,7,0.010893,0.022293,0.000887,-0.000644162351,0.5514117495953316,0.3876883807400521
"('Quests', 'Items - Clutter')",25,46,3,0.003167,0.005826,0.00038,-0.000361549058,0.5717524923325391,0.4221111856450553
"('For female characters', 'Gameplay Effects/Changes')",209,168,8,0.026472,0.021279,0.001013,-0.000449702312,0.24890498062144698,0.2768828947745553
"('Compilation', 'Humor, Joke or Just for Fun')",16,58,1,0.002027,0.007346,0.000127,-0.000112109658,0.221479138072846,0.11665267022347088
"('Replacer', 'Items - Apparatus')",255,22,2,0.032299,0.002787,0.000253,-0.000162982687,0.0819129199492753,0.27469774263512453
"('Items - Ingredients', 'Locations - World Map')",21,34,4,0.00266,0.004307,0.000507,-0.00049554338,0.854860615097675,0.6723688471347056
"('Chargen', 'Replacer')",26,255,11,0.003293,0.032299,0.001393,-0.001286639393,1.995507165877709,0.6466477608286894
"('Creatures', 'NPCs')",46,115,19,0.005826,0.014566,0.002407,-0.002322138484,2.7111137673417787,1.7221868114346588
"('Weapons', 'SKSE (Skyrim Script Extender)')",176,27,3,0.022293,0.00342,0.00038,-0.00030375794,0.18281637185519697,0.4623113645542047
"('Locations - Player-Owned', 'Dragonborn')",51,41,4,0.00646,0.005193,0.000507,-0.00047345321999999997,0.5251026433125441,0.5852946632098647
"('Sexy/Skimpy', 'Clothing - Male')",103,47,2,0.013046,0.005953,0.000253,-0.00017533716200000002,0.1372975846371168,0.20252499924160547
"('French', 'Tutorials for Modders')",41,12,2,0.005193,0.00152,0.000253,-0.00024510664,0.3030069334184728,0.5590358568666988
"('Related to Movies/TV/Other Games', 'Clothing - Female')",64,86,4,0.008106,0.010893,0.000507,-0.000418701342,0.4149010068446062,0.35841405383552644
"('New Lands', 'Items - Clutter')",18,46,2,0.00228,0.005826,0.000253,-0.00023971672000000003,0.44658345708569896,0.2798710345364632
"('Gameplay Effects/Changes', 'Locations - Buildings')",168,55,6,0.021279,0.006966,0.00076,-0.000611770486,0.376668695226358,0.6535680211517647
"('Official', 'Items - Clutter')",11,46,1,0.001393,0.005826,0.000127,-0.000118884382,0.2832226685718114,0.13879839078629178
"('Companions', 'Locations - Dungeons')",85,29,2,0.010766,0.003673,0.000253,-0.00021345648200000002,0.18378442742020176,0.3135263168858947
"('Environment - Water', 'Clothing')",10,85,1,0.001267,0.010766,0.000127,-0.000113359478,0.28315282382910545,0.09760165895024428
"('Guilds / Factions', ""Modder's Resource"")",20,68,1,0.002533,0.008613,0.000127,-0.00010518327099999999,0.18593274305185006,0.10114022282886653
"('Books', 'Utilities for Modders')",38,26,1,0.004813,0.003293,0.000127,-0.000111150791,0.1427014371384206,0.17238878363292548
"('Chargen', 'Audio - Voices')",26,22,1,0.003293,0.002787,0.000127,-0.000117822409,0.18273609741752583,0.1985827475290819
"('Books', 'Creatures')",38,46,4,0.004813,0.005826,0.000507,-0.000478959462,0.6149142344695032,0.5591886962701968
"('Companions', 'Races - New')",85,22,1,0.010766,0.002787,0.000127,-9.6995158e-05,0.08351210236642989,0.16347963970637713
"('Lighting', ""Modder's Resource"")",38,68,2,0.004813,0.008613,0.000253,-0.00021154563100000002,0.27159379877066303,0.20341421268229223
"('Fair and balanced', 'Classes component')",292,4,1,0.036985,0.000507,0.000127,-0.00010824860499999999,0.050964649064765756,0.4272720824746655
"('Creatures', 'Magic - Enchantments')",46,39,2,0.005826,0.00494,0.000253,-0.00022421956000000001,0.261777986201841,0.28415902529940923
"('Lore-Friendly', 'SKSE (Skyrim Script Extender)')",322,27,14,0.040785,0.00342,0.001773,-0.0016335153,0.7338225607522674,2.4861660813316386
"('Hair', 'Saved games')",13,98,1,0.001647,0.012413,0.000127,-0.000106555789,0.23348783226158923,0.0855119984945364
"('Scripted Events', 'NPC Vendors')",23,33,3,0.002913,0.00418,0.00038,-0.00036782366,0.6064276006807107,0.5065673161693117
"('English', 'Locations - Buildings')",459,55,26,0.058138,0.006966,0.003293,-0.0028880106919999997,1.0966074258439986,3.0853260760859564
"('Body models', 'Scripted Events')",31,23,2,0.003927,0.002913,0.000253,-0.00024156064900000002,0.34318335864802607,0.3982588961024022
"('Performance Optimization', 'Leveled Lists')",33,21,2,0.00418,0.00266,0.000253,-0.0002418812,0.33311916453610546,0.41726863834315325
"('For female characters', 'Races - Modified')",209,31,6,0.026472,0.003927,0.00076,-0.0006560444560000001,0.3631129488333334,0.9320373196732765
"('Leveled Lists', 'Translation')",21,110,3,0.00266,0.013933,0.00038,-0.00034293822000000003,0.591601844604809,0.2599659243665665
"('Leveled Lists', 'Magic - Potions')",21,14,2,0.00266,0.001773,0.000253,-0.00024828382,0.428313781699597,0.52439128061799
"('Replacer', 'Sexy/Skimpy')",255,103,20,0.032299,0.013046,0.002533,-0.002111627246,1.061275628400375,1.6535075463906894
"('Fair and balanced', 'Anime')",292,27,4,0.036985,0.00342,0.000507,-0.0003805113,0.17914895872956332,0.5791279014181303
"('Animation - Modified', 'Races - New')",17,22,1,0.002153,0.002787,0.000127,-0.000120999589,0.2319561914961441,0.2039376977388883
"('Books', 'Weapons')",38,176,13,0.004813,0.022293,0.001647,-0.001539703791,1.9767555567209087,0.926668981236548
"('English', 'Clothing - Female')",459,86,38,0.058138,0.010893,0.004813,-0.004179702766,1.5870762195281725,3.577882518918754
"('Gameplay Effects/Changes', ""Modder's Resource"")",168,68,8,0.021279,0.008613,0.001013,-0.000829723973,0.5108632296915675,0.7978309356406348
"('New models', 'Magic - Enchantments')",100,39,6,0.012666,0.00494,0.00076,-0.00069742996,0.554146862560966,0.8838703351670387
"('Environment - Weather', 'Video')",14,11,2,0.001773,0.001393,0.000253,-0.000250530211,0.5291358018407533,0.596847405214917
"('Polish', 'Plants / Foliage')",23,15,1,0.002913,0.0019,0.000127,-0.0001214653,0.20025876107307158,0.2478360427767868
"('Scripted Events', 'Italian')",23,29,1,0.002913,0.003673,0.000127,-0.000116300551,0.1917436852778166,0.1708230317729595
"('Audio - Voices', 'Weapons')",22,176,5,0.002787,0.022293,0.000633,-0.000570869409,0.9621668465420969,0.3435771066807357
"('Clothing', 'Items - Leveled')",85,15,2,0.010766,0.0019,0.000253,-0.00023254460000000002,0.20021915361961157,0.4744806412457779
"('Spanish', ""Modder's Resource"")",45,68,4,0.0057,0.008613,0.000507,-0.00045790589999999997,0.5404507936831873,0.44030485380752876
"('Not Safe For Work', 'Tutorials for Modders')",39,12,1,0.00494,0.00152,0.000127,-0.0001194912,0.15143416981041602,0.2725338872093799
"('Chargen', 'Related to Movies/TV/Other Games')",26,64,1,0.003293,0.008106,0.000127,-0.00010030694199999999,0.15557056828608987,0.09939650785572002
"('Body models', 'Environment - Sky')",31,21,1,0.003927,0.00266,0.000127,-0.00011655418,0.16558762829316037,0.20106731726898486
"('Sexy/Skimpy', 'Armor - Shields')",103,74,4,0.013046,0.009373,0.000507,-0.00038471984199999994,0.301254477180218,0.3547531529284414
"('Locations - Caverns', 'Locations - Player-Owned')",13,51,3,0.001647,0.00646,0.00038,-0.00036936038,0.8093521267954465,0.40965422491566483
"('Cheating', 'User Interface')",50,39,1,0.006333,0.00494,0.000127,-9.571498e-05,0.10720889075858911,0.12130197482928093
"('Humor, Joke or Just for Fun', 'Polish')",58,23,1,0.007346,0.002913,0.000127,-0.000105601102,0.10988036844105896,0.17410359876006615
"('For male characters', 'Body models')",180,31,8,0.022799,0.003927,0.001013,-0.000923468327,0.5497284596950699,1.3119643591656915
"('For female characters', 'Not Safe For Work')",209,39,13,0.026472,0.00494,0.001647,-0.0015162283200000001,0.8392146772135989,1.9215538623952377
"('Environment - Weather', 'Locations - Caverns')",14,13,1,0.001773,0.001647,0.000127,-0.000124079869,0.2620646057557131,0.2718870547719558
"('Items - Furniture', 'Magic - Spells')",19,80,3,0.002407,0.010133,0.00038,-0.000355609869,0.6448149984478511,0.31549496155060497
"('Related to vampires', 'SKSE (Skyrim Script Extender)')",23,27,1,0.002913,0.00342,0.000127,-0.00011703754,0.19295875249507521,0.1781279686762009
"('Translation', 'Locations - Caverns')",110,13,1,0.013933,0.001647,0.000127,-0.000104052349,0.07887737065380925,0.22800222904582257
"('Scripted Events', 'SKSE (Skyrim Script Extender)')",23,27,2,0.002913,0.00342,0.000253,-0.00024303754000000002,0.4006938331741418,0.3698965589353717
"('Unbalanced', 'New textures')",32,340,1,0.004053,0.043065,0.000127,4.754244500000001e-05,0.06648920866950099,0.020809140117812708
"('Gameplay Effects/Changes', 'Environment - Water')",168,10,6,0.021279,0.001267,0.00076,-0.000733039507,0.451334350005016,1.8310088406136213
"('New Lands', 'NPCs')",18,115,6,0.00228,0.014566,0.00076,-0.00072678952,1.353982218742421,0.539014935869314
"('Environment - Other', 'Japanese')",62,21,3,0.007853,0.00266,0.00038,-0.00035911102000000004,0.3614922485276683,0.6195015004449328
"('Gameplay Effects/Changes', 'Clothing')",168,85,10,0.021279,0.010766,0.001267,-0.001037910286,0.6390440894686051,0.8936329589937111
"('Humor, Joke or Just for Fun', 'Not Lore-Friendly')",58,76,12,0.007346,0.009626,0.00152,-0.0014492874040000002,1.508016781193305,1.318888377097046
"('Body models', 'Items - Furniture')",31,19,1,0.003927,0.002407,0.000127,-0.000117547711,0.16699913015371767,0.21314517310545575
"('Not Safe For Work', 'Weapons')",39,176,2,0.00494,0.022293,0.000253,-0.00014287258,0.1810659742388749,0.08598770031555843
"('Audio - Music', 'English')",26,459,12,0.003293,0.058138,0.00152,-0.001328551566,2.0605106486049056,0.5044647226992583
"('Fair and balanced', 'Weapons')",292,176,57,0.036985,0.022293,0.00722,-0.006395493395,3.0110695326946924,3.849120449979928
"('Environment - Sky', 'New Lands')",21,18,4,0.00266,0.00228,0.000507,-0.0005009352,0.864162029964111,0.9332239044148275
"('Spanish', 'Dawnguard')",45,33,2,0.0057,0.00418,0.000253,-0.000229174,0.270486294654755,0.3156187889484484
"('Related to vampires', 'New Lands')",23,18,1,0.002913,0.00228,0.000127,-0.00012035836,0.19843375892857248,0.22422321020396532
"('For female characters', 'Replacer')",209,255,50,0.026472,0.032299,0.006333,-0.005477980872,3.031998471890928,2.7531599638665747
"('French', 'Items - Leveled')",41,15,1,0.005193,0.0019,0.000127,-0.0001171333,0.1448031029848314,0.23899709258023652
"('Fair and balanced', 'Dawnguard')",292,33,13,0.036985,0.00418,0.001647,-0.0014924027000000001,0.702639815716876,2.0553393177122823
"('Animation - New', 'Polish')",7,23,1,0.000887,0.002913,0.000127,-0.000124416169,0.37135029805550906,0.2051238325793284
"('Races - New', 'Clothing - Male')",22,47,1,0.002787,0.005953,0.000127,-0.000110408989,0.18608786370620023,0.12752904266519052
"('English', 'Weapons')",459,176,78,0.058138,0.022293,0.00988,-0.008583929566,3.2594065288860263,5.166228278729686
"('Animation - New', 'Video')",7,11,1,0.000887,0.001393,0.000127,-0.000125764409,0.37537444805043746,0.29961321183750383
"('Lore-Friendly', 'Not Lore-Friendly')",322,76,3,0.040785,0.009626,0.00038,1.259640999999996e-05,0.005658673562767022,0.011463053288324133
"('Items - Furniture', 'Locations - World Map')",19,34,3,0.002407,0.004307,0.00038,-0.00036963305100000003,0.670242746291272,0.5015297517721937
"('Audio - Sound FX', 'Face models')",40,37,1,0.005066,0.004687,0.000127,-0.000103255658,0.1292290634398685,0.13432678201472556
"('Fair and balanced', 'Environment - Other')",292,62,14,0.036985,0.007853,0.001773,-0.0014825567950000002,0.6980042539648329,1.4923874778182062
"('NPCs', 'Non-Playable Resource')",115,18,2,0.014566,0.00228,0.000253,-0.00021978952000000003,0.16300432349044788,0.4094598143709224
"('Compilation', 'Armor - Shields')",16,74,1,0.002027,0.009373,0.000127,-0.000108000929,0.21336210539493963,0.0995884950533712
"('Items - Clutter', ""Modder's Resource"")",46,68,6,0.005826,0.008613,0.00076,-0.0007098206620000001,0.828720846044019,0.6825364836126229
"('New textures', 'Utilities for Modders')",340,26,2,0.043065,0.003293,0.000253,-0.00011118695500000002,0.0486660903928676,0.1724448720144405
"('Quests', 'Dragonborn')",25,41,5,0.003167,0.005193,0.000633,-0.000616553769,0.9750161044058662,0.7621991261937721
"('Russian', 'Locations - Player-Owned')",28,51,2,0.003547,0.00646,0.000253,-0.00023008638000000003,0.343880836676575,0.25518670319364284
"('Related to Movies/TV/Other Games', 'Locations - Dungeons')",64,29,4,0.008106,0.003673,0.000507,-0.000477226662,0.47289512283648366,0.7009537319021765
"('Related to vampires', 'User Interface')",23,39,1,0.002913,0.00494,0.000127,-0.00011260977999999999,0.18565874391707882,0.14271317508597778
"('Lighting', 'Magic - Potions')",38,14,2,0.004813,0.001773,0.000253,-0.000244466551,0.3138594682603113,0.516328964759577
"('Sexy/Skimpy', 'English')",103,459,23,0.013046,0.058138,0.002913,-0.002154531652,1.6871037974472123,0.8180978745487061
"('Unrealistic', 'Clothing - Female')",57,86,14,0.00722,0.010893,0.001773,-0.00169435254,1.7782169132941044,1.4503888609172908
"('Classes component', 'New Lands')",4,18,1,0.000507,0.00228,0.000127,-0.00012584403999999999,0.496723676372782,0.23444283084146558
"('Environment - Weather', 'Face models')",14,37,1,0.001773,0.004687,0.000127,-0.00011868994899999999,0.2506807505724453,0.15440547487152612
"('Companion Friendly', 'For male characters')",137,180,30,0.017353,0.022799,0.0038,-0.003404368953,2.316469778884202,2.0265757319973656
"('Fair and balanced', 'Items - Furniture')",292,19,5,0.036985,0.002407,0.000633,-0.000543977105,0.25611048064399755,0.9863747513605745
"('For female characters', 'Guilds / Factions')",209,20,2,0.026472,0.002533,0.000253,-0.00018594642400000003,0.10291917525731414,0.32869797969110864
"('Chargen', 'For female characters')",26,209,4,0.003293,0.026472,0.000507,-0.00041982770399999996,0.6511297542449687,0.23236973379951528
"('Video', 'Creatures - Rideable')",11,5,1,0.001393,0.000633,0.000127,-0.00012611823099999999,0.3004561350991936,0.4455429544322961
