Mod,likes,downloads,time,unique_dl,views,dl_dif
35962,644,13394,1057,11235,89026,2159
61893,11,82,433,75,5451,7
40732,93,1043,956,886,19700,157
7252,706,19959,1526,14451,137261,5508
33129,45,1435,1119,678,12258,757
24153,13,459,1296,333,15673,126
69511,2,72,208,53,5605,19
53244,21,306,713,195,9299,111
25413,20,746,1269,500,10058,246
5813,34,887,1545,646,13188,241
4522,24,826,1562,553,28829,273
39532,1225,25853,974,14155,148139,11698
9629,244,4392,1510,3176,44208,1216
733,91,3023,1596,2106,77149,917
22471,186,5161,1327,3420,41719,1741
27548,45,1372,1221,744,16097,628
22425,350,18143,1328,8286,100110,9857
40435,47,1045,961,746,19132,299
44541,5618,246159,901,181813,372785,64346
30425,46,1164,1165,647,17151,517
58134,6,103,567,65,4868,38
311,9407,171751,1600,133086,688534,38665
64056,27,382,376,329,9115,53
26459,53,761,1246,610,22791,151
32057,947,18650,1138,12699,172297,5951
4538,12,389,1561,285,19844,104
12318,154,5351,1488,2598,42474,2753
4004,125,4013,1568,2471,63241,1542
10552,261,8984,1504,4183,45629,4801
51344,84,1120,772,990,14523,130
64396,6,154,365,138,3015,16
54199,459,5118,680,4137,44485,981
18818,4907,121745,1388,69210,350470,52535
42602,27,361,926,304,8457,57
33596,104,2777,1111,1800,23469,977
19379,299,11560,1378,6063,68453,5497
25783,7,139,1261,106,6672,33
37384,8,213,1019,195,21931,18
64902,1,31,350,11,3561,20
22965,129,3223,1318,2056,40069,1167
18750,40,1980,1389,1062,22624,918
61644,25,305,446,276,6034,29
32365,41,1433,1133,713,41302,720
22757,20,408,1322,312,13261,96
56585,11,80,611,64,4902,16
22174,5,140,1331,108,3551,32
58514,43,445,554,358,7590,87
65822,33,349,322,311,8743,38
60942,159,2194,469,2127,15348,67
57462,9,108,588,74,3242,34
55872,108,1046,632,748,16514,298
11864,61,6561,1493,2523,61004,4038
9287,73,5005,1512,2691,25971,2314
42023,8,140,935,79,6444,61
63728,6,69,386,64,5000,5
29969,5,233,1174,152,17677,81
1393,213,4881,1592,3569,175724,1312
60287,126,3105,494,1918,32698,1187
24379,7,263,1291,174,9494,89
34416,278,4968,1094,3294,58585,1674
27780,907,16083,1217,9794,88829,6289
64203,7,153,371,78,4297,75
48711,27,689,844,525,33550,164
65881,11,94,325,76,5606,18
40411,10,334,961,272,5941,62
56768,0,359,605,318,12538,41
56056,2424,57161,626,52517,248523,4644
48498,329,4216,851,2950,47102,1266
61489,66,958,451,615,11931,343
10896,62,1374,1501,839,13755,535
18018,55,1313,1402,679,19623,634
24445,12785,246116,1290,137649,1377388,108467
18866,8623,243014,1387,140278,1112610,102736
66130,2649,53621,318,51127,319651,2494
13258,88,2925,1476,1570,33495,1355
10179,355,8797,1506,6016,76366,2781
60669,45,587,479,527,8841,60
31372,19,537,1148,368,11820,169
36931,148,1358,1032,1147,14915,211
22768,63,2481,1322,1899,31152,582
43797,43,699,910,609,24281,90
22753,1320,35633,1322,26113,159005,9520
15807,40,1012,1440,777,15333,235
57009,93,1132,593,945,9009,187
2010,39,838,1587,542,21738,296
42678,85,1921,924,1081,50449,840
55696,4,98,636,83,19286,15
60607,73,1620,482,1183,20110,437
31642,217,7922,1144,2918,47792,5004
54770,83,666,663,632,25929,34
11549,49,3154,1496,1774,22385,1380
4124,759,16039,1567,10333,104975,5706
26463,68,2402,1246,1543,25136,859
5986,32,1444,1543,989,10876,455
52050,24,343,752,256,12368,87
41411,712,15901,946,12206,57890,3695
5269,59,973,1551,734,22600,239
19598,49,1395,1374,1010,28859,385
26780,54,1583,1238,783,14872,800
33396,26,1212,1114,821,15840,391
12183,114,9684,1490,3518,102401,6166
31785,4,66,1142,54,5317,12
48053,298,5671,860,4715,32247,956
9079,185,6983,1512,4905,82943,2078
4832,175,6054,1557,4206,35190,1848
53504,15,264,707,213,4205,51
2935,254,14145,1579,7921,94578,6224
23616,360,11815,1307,6276,152383,5539
57806,39,397,577,301,11977,96
69567,16,145,206,103,2309,42
54999,6,46,655,37,4123,9
43741,2028,50863,910,32955,241365,17908
66737,4,69,299,63,6623,6
3759,0,90,1571,58,9058,32
11617,1282,22790,1495,16904,76102,5886
8457,115,3713,1515,2464,21427,1249
12746,233,6719,1483,3925,89726,2794
66723,977,16246,300,15137,181368,1109
61291,20,251,456,186,3866,65
63292,89,1916,398,1193,30577,723
1997,202,10843,1587,6684,137999,4159
7529,137,3107,1523,1740,22581,1367
22266,17,285,1330,232,5434,53
59203,95,963,532,724,7103,239
5877,1077,23510,1545,14238,118966,9272
18498,41,3590,1394,2376,48618,1214
70000,250,3307,190,2969,42820,338
9875,16,905,1508,402,10465,503
25886,134,2446,1259,1547,30040,899
9164,74,2121,1512,1449,27250,672
35658,9,273,1065,212,7645,61
7357,8,314,1525,197,4527,117
28306,183,7616,1206,5183,22300,2433
9357,18,326,1511,153,3888,173
10870,3694,103417,1501,56084,544663,47333
848,51,1855,1596,1192,37276,663
18051,19,397,1401,267,5141,130
62303,468,5068,423,3923,30635,1145
22396,9,651,1328,448,14771,203
39759,5820,122942,957,97239,400373,25703
59136,12,96,534,85,7106,11
60322,14,223,493,178,1952,45
1721,11,444,1589,311,15819,133
57389,129,2305,589,2051,32923,254
5739,2519,48390,1546,27623,248920,20767
47184,113,2475,870,1806,32837,669
65853,55,1106,326,763,20790,343
65942,34,290,324,235,4253,55
32356,3,89,1133,63,5055,26
64889,59,1001,351,950,23364,51
15734,216,12403,1441,7798,31190,4605
8753,102,4139,1514,2132,23336,2007
41447,1558,24191,910,15792,176543,8399
31322,28,798,1149,507,6895,291
11559,0,122,1496,42,4091,80
7704,6,353,1521,221,4026,132
13974,51,1670,1466,1066,34123,604
6459,128,3717,1537,2007,65651,1710
7620,25,743,1522,544,21679,199
15133,12,670,1450,456,18541,214
64694,25,213,357,211,9649,2
5176,712,23812,1553,16395,119350,7417
49189,24,435,829,293,12877,142
28196,758,25046,1208,6372,72850,18674
49255,66,1674,827,1093,21966,581
28410,110,2734,1204,2002,20633,732
25139,505,10832,1274,5752,34807,5080
37749,267,3782,1009,2597,24785,1185
9450,465,13787,1511,7934,61321,5853
4065,2,91,1567,58,5921,33
28438,1102,21553,1204,15684,116664,5869
23695,104,1851,1306,1610,45369,241
22808,351,11547,1321,8622,113786,2925
24634,6,190,1285,152,5909,38
32072,84,1861,1137,1340,32643,521
28249,21,391,1207,292,4812,99
36737,14,202,1035,162,7713,40
18102,14,492,1400,366,8541,126
53496,38,692,707,499,7596,193
16870,1145,43051,1423,22928,409940,20123
16406,3,108,1430,50,5324,58
62698,1613,51403,395,22920,182430,28483
33198,78,888,1118,615,8348,273
26368,473,6490,1248,4335,25965,2155
20579,15,807,1357,539,16745,268
61545,153,5758,449,2744,55734,3014
66214,1,41,315,40,2892,1
62230,7,265,426,259,3901,6
58489,4844,61703,554,51532,194239,10171
5733,1793,64177,1546,36491,309333,27686
64668,11,215,357,163,7336,52
37767,15,350,1008,281,8448,69
21063,41,944,1348,670,16941,274
18982,67,1323,1385,1074,32724,249
63567,15,98,391,81,6865,17
7366,51,1433,1525,747,15259,686
54027,63,873,690,734,12494,139
42815,738,10560,922,9876,55803,684
59446,95,1207,523,1064,17988,143
32101,43,824,1137,483,17721,341
28033,23,483,1211,344,11799,139
23815,36,1021,1303,788,25967,233
33454,9,238,1113,161,3551,77
16115,13,218,1435,171,7703,47
26756,52,2230,1239,1374,24911,856
