Mod,likes,downloads,time,unique_dl,views,dl_dif
3798,126,1741,979,1322,30276,419
2595,144,7899,1785,4809,86352,3090
2401,220,6423,1800,4765,62058,1658
3898,59,1330,720,1035,29581,295
2815,584,19977,1748,12952,111007,7025
3143,51,1085,1616,581,14231,504
2239,587,16634,1807,11506,125984,5128
2477,159,4003,1795,2612,37646,1391
3501,342,4772,1348,3932,46946,840
3409,122,2780,1427,2108,44119,672
2170,819,42413,1810,25959,288193,16454
3913,94,814,637,623,10445,191
2807,40,541,1749,354,14541,187
3931,125,1941,533,1406,19112,535
2774,37,1034,1756,706,24711,328
3882,681,8316,753,6193,40313,2123
2188,25,562,1809,390,21699,172
3016,480,13127,1670,8021,60020,5106
2666,103,2888,1779,1867,31367,1021
2472,100,2524,1796,1864,53965,660
2775,50,2568,1756,1567,29851,1001
2680,422,7671,1777,5406,71502,2265
3205,808,22203,1594,13728,113019,8475
2836,27,896,1744,574,21534,322
2933,115,1967,1706,1351,27912,616
3239,84,2674,1584,1707,27660,967
2758,90,5359,1763,3378,38435,1981
3106,65,1099,1634,670,16847,429
2146,297,7716,1813,5578,32312,2138
2408,5,331,1800,229,10513,102
3531,192,2814,1321,2166,31687,648
3811,541,4678,966,3920,52477,758
2757,1893,56384,1763,36477,381996,19907
2777,85,2002,1755,1325,13301,677
2384,146,6586,1801,4545,58890,2041
2189,89,4485,1809,3167,68641,1318
2770,68,2568,1758,1499,45567,1069
2961,184,7797,1699,5231,35078,2566
2319,236,8254,1804,5678,67969,2576
3180,183,4497,1602,2540,41764,1957
2558,325,9630,1789,7006,82290,2624
2482,380,9308,1795,6055,53670,3253
3832,288,5104,925,3379,47227,1725
3685,458,36519,1108,30792,107425,5727
2398,922,16065,1800,10500,83835,5565
2989,364,13815,1686,7947,71026,5868
3492,76,817,1357,626,29950,191
2377,68,1881,1801,1443,40356,438
2592,186,5945,1785,3738,48350,2207
2567,912,18843,1788,11579,96612,7264
2638,130,3852,1782,2769,51739,1083
2761,117,2220,1763,1468,26259,752
3260,121,2868,1574,1811,28577,1057
2286,28,680,1805,472,12522,208
2631,42,909,1782,639,24748,270
3060,56,1752,1653,995,26041,757
2764,306,7633,1761,5689,54173,1944
2315,1257,23472,1804,17936,245175,5536
2233,11,282,1807,207,22013,75
2791,883,26498,1753,17216,87578,9282
2969,29,609,1696,384,15236,225
3784,79,1583,1003,1121,10463,462
2198,20,1188,1809,876,14526,312
3105,5,163,1634,79,12931,84
3116,170,2746,1629,1584,32946,1162
2605,99,6018,1784,3796,85199,2222
2679,46,937,1778,692,20234,245
3577,209,7431,1282,5701,44863,1730
3497,104,1585,1352,1266,26237,319
2653,278,6528,1781,4763,50358,1765
2906,2510,33827,1720,25333,116382,8494
2602,209,4917,1784,3563,28856,1354
2772,766,17428,1756,12024,137399,5404
3711,84,1512,1076,1046,15842,466
2328,24,1032,1804,678,36569,354
3935,91,918,511,712,12942,206
2909,121,2741,1719,1849,35405,892
3124,602,21440,1626,11741,127071,9699
2542,284,5556,1790,4015,37364,1541
3575,1668,42249,1283,31401,208180,10848
3717,17,800,1063,556,22100,244
2330,276,4944,1804,3277,22557,1667
2640,5487,122133,1782,77910,475075,44223
2506,66,1950,1792,1496,48437,454
2647,197,3423,1781,2444,27184,979
3214,12,290,1593,174,6521,116
3437,171,4693,1410,3298,22358,1395
2366,11,641,1802,503,21084,138
2990,420,8487,1685,4982,42238,3505
2936,46,1039,1705,646,21387,393
3415,517,6779,1421,5547,63731,1232
3019,59,2306,1669,1332,40729,974
3068,55,1480,1650,913,15756,567
2354,41,1662,1803,1253,29886,409
2260,274,29640,1806,21143,110792,8497
2459,45,2189,1796,1382,32955,807
3136,744,22938,1620,11832,75937,11106
2734,6,140,1768,92,10978,48
3903,19,538,692,336,14904,202
3887,147,2259,747,1568,19812,691
2513,637,14678,1792,10250,72239,4428
3816,17,335,954,212,7952,123
3943,57,817,492,633,20932,184
2496,177,7114,1793,4791,67800,2323
3308,20,291,1538,210,17746,81
2293,105,1372,1805,1013,25413,359
2749,654,27843,1766,20762,103270,7081
3923,14,109,597,77,11137,32
2581,457,17092,1787,10871,108012,6221
2201,21,1178,1809,915,14370,263
2448,70,1321,1797,1031,38468,290
3373,542,8150,1457,6685,53713,1465
2938,62,1746,1705,1207,25072,539
2708,59,898,1772,570,17514,328
2503,82,6175,1793,3741,56972,2434
3175,190,8440,1604,4548,56529,3892
2522,2768,67797,1791,50389,259156,17408
3075,97,2658,1648,1644,29512,1014
2243,84,2654,1807,2001,71759,653
2228,259,5335,1808,3925,93546,1410
3131,132,5706,1623,3212,44924,2494
2434,1296,46173,1798,32428,180548,13745
3821,88,1271,939,982,37088,289
2500,178,5938,1793,3869,54484,2069
2487,139,4331,1794,3084,70498,1247
3547,208,13328,1310,11489,73385,1839
2883,10,390,1729,258,19981,132
2204,64,1404,1808,1034,43902,370
2974,102,1456,1694,949,10343,507
2376,108,2766,1801,1891,87588,875
2606,78,2049,1784,1509,38111,540
2326,1212,81016,1804,50356,234973,30660
3952,32,412,445,284,8545,128
2234,10,418,1807,303,26675,115
3140,58,5218,1618,1878,32081,3340
2298,29,1435,1805,1002,39187,433
2393,1257,58154,1800,39210,408589,18944
2817,121,2732,1748,1913,50215,819
3145,98,2847,1615,1261,29834,1586
3059,86,1865,1654,1243,32217,622
3592,232,3928,1255,3542,25432,386
2978,169,2925,1693,1967,57573,958
2587,406,13608,1786,8500,75144,5108
3015,37,1042,1670,683,16305,359
2343,178,7367,1803,4827,49361,2540
2715,33,1126,1771,725,43697,401
2593,27,780,1785,560,31201,220
3271,235,2655,1571,1967,38747,688
3944,105,827,489,657,9885,170
3282,49,891,1565,512,14237,379
2890,352,16811,1726,11001,119847,5810
3593,1423,36291,1255,27201,189135,9090
2180,43,1045,1810,678,16164,367
3208,96,2238,1593,1539,17975,699
2515,186,5566,1792,3746,43081,1820
2929,101,4030,1708,2769,15125,1261
3338,77,1698,1504,1298,52624,400
3905,43,374,674,335,15802,39
3284,67,2886,1565,1752,37897,1134
3976,22,406,115,378,7022,28
2986,74,1817,1689,1156,20170,661
2801,901,13327,1751,9609,83997,3718
2937,57,899,1705,616,23993,283
2140,438,12155,1814,7433,138446,4722
2211,129,6104,1808,4503,58433,1601
2796,320,8008,1752,5664,53672,2344
3047,78,1897,1657,1115,27973,782
3883,26,389,752,272,15682,117
3219,209,5979,1591,3655,43312,2324
3908,12,90,670,74,4903,16
2212,111,4126,1808,2964,17078,1162
2418,7,352,1799,259,18228,93
2900,112,2288,1722,1647,22468,641
3275,158,7009,1568,4949,41432,2060
2400,24,1151,1800,791,21345,360
3289,122,3409,1562,2504,48945,905
2324,48,1058,1804,828,28104,230
